date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:36:27	796817/796817	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2014%20Apr%202020%2023:46:36%20GMT	http://droitthemes.com/html/saasland/vendors/font-awesome/css/webfonts/fa-solid-900.svg	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/font-awesome/css/webfonts/fa-solid-900.svg	(from http://droitthemes.com/html/saasland/vendors/font-awesome/css/all.css)
16:36:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Jul%202020%2010:36:28%20GMT	http://droitthemes.com/html/saasland/vendors/flaticon/Flaticon.eot	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/flaticon/Flaticon.eot	(from http://droitthemes.com/html/saasland/vendors/flaticon/flaticon.css)
16:36:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Jul%202020%2010:36:29%20GMT	http://droitthemes.com/html/saasland/vendors/flaticon/Flaticon.eot?	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/flaticon/Flaticon.cdd41d.delayed	(from http://droitthemes.com/html/saasland/vendors/flaticon/flaticon.css)
16:36:29	2240/2240	---M--	200	added ('OK')	x-font/woff	date:Tue,%2014%20Apr%202020%2023:46:36%20GMT	http://droitthemes.com/html/saasland/vendors/flaticon/Flaticon.woff	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/flaticon/Flaticon.woff	(from http://droitthemes.com/html/saasland/vendors/flaticon/flaticon.css)
16:36:30	3116/3116	---M--	200	added ('OK')	x-font/ttf	date:Tue,%2014%20Apr%202020%2023:46:36%20GMT	http://droitthemes.com/html/saasland/vendors/flaticon/Flaticon.ttf	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/flaticon/Flaticon.ttf	(from http://droitthemes.com/html/saasland/vendors/flaticon/flaticon.css)
16:36:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Jul%202020%2010:36:31%20GMT	http://droitthemes.com/html/saasland/vendors/flaticon/Flaticon.svg	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/flaticon/Flaticon.svg	(from http://droitthemes.com/html/saasland/vendors/flaticon/flaticon.css)
16:36:31	102224/102224	---M--	200	added ('OK')	x-font/woff	date:Tue,%2014%20Apr%202020%2023:46:36%20GMT	http://droitthemes.com/html/saasland/vendors/font-awesome/css/webfonts/fa-solid-900.woff	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/font-awesome/css/webfonts/fa-solid-900.woff	(from http://droitthemes.com/html/saasland/vendors/font-awesome/css/all.css)
16:36:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Jul%202020%2010:36:32%20GMT	http://droitthemes.com/html/saasland/vendors/flaticon/Flaticon.svg	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/flaticon/Flaticon.d1.delayed	(from http://droitthemes.com/html/saasland/vendors/flaticon/flaticon.css)
16:36:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Jul%202020%2010:36:33%20GMT	http://droitthemes.com/html/saasland/vendors/owl-carousel/assets/owl.video.play.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/owl-carousel/assets/owl.video.play.d2.delayed	(from http://droitthemes.com/html/saasland/vendors/owl-carousel/assets/owl.carousel.min.css)
16:36:40	209012/209012	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2014%20Apr%202020%2023:46:36%20GMT	http://droitthemes.com/html/saasland/vendors/font-awesome/css/webfonts/fa-solid-900.eot	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/font-awesome/css/webfonts/fa-solid-900.eot	(from http://droitthemes.com/html/saasland/vendors/font-awesome/css/all.css)
16:36:42	209012/209012	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2014%20Apr%202020%2023:46:36%20GMT	http://droitthemes.com/html/saasland/vendors/font-awesome/css/webfonts/fa-solid-900.eot?	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/font-awesome/css/webfonts/fa-solid-900d41d.eot	(from http://droitthemes.com/html/saasland/vendors/font-awesome/css/all.css)
16:36:42	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2014%20Apr%202020%2023:46:36%20GMT	http://droitthemes.com/html/saasland/vendors/elagent/fonts/ElegantIcons.eot	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/elagent/fonts/ElegantIcons.eot	(from http://droitthemes.com/html/saasland/vendors/elagent/style.css)
16:36:44	279128/279128	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2014%20Apr%202020%2023:46:36%20GMT	http://droitthemes.com/html/saasland/vendors/elagent/fonts/ElegantIcons.svg	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/elagent/fonts/ElegantIcons.svg	(from http://droitthemes.com/html/saasland/vendors/elagent/style.css)
16:36:44	63664/63664	---M--	200	added ('OK')	x-font/woff	date:Tue,%2014%20Apr%202020%2023:46:36%20GMT	http://droitthemes.com/html/saasland/vendors/elagent/fonts/ElegantIcons.woff	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/elagent/fonts/ElegantIcons.woff	(from http://droitthemes.com/html/saasland/vendors/elagent/style.css)
16:36:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Jul%202020%2010:36:45%20GMT	http://droitthemes.com/html/saasland/vendors/scroll/mCSB_buttons.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/scroll/mCSB_buttons.png	(from http://droitthemes.com/html/saasland/vendors/scroll/jquery.mCustomScrollbar.min.css)
16:36:49	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2014%20Apr%202020%2023:46:36%20GMT	http://droitthemes.com/html/saasland/vendors/elagent/fonts/ElegantIcons.eot?	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/elagent/fonts/ElegantIconsd41d.eot	(from http://droitthemes.com/html/saasland/vendors/elagent/style.css)
16:36:51	59388/59388	---M--	200	added ('OK')	x-font/ttf	date:Tue,%2014%20Apr%202020%2023:46:36%20GMT	http://droitthemes.com/html/saasland/vendors/elagent/fonts/ElegantIcons.ttf	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/elagent/fonts/ElegantIcons.ttf	(from http://droitthemes.com/html/saasland/vendors/elagent/style.css)
16:36:51	34462/34462	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/startup_banner_bg.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/startup_banner_bg.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:36:54	13350/13350	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/shape_bg.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/shape_bg.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:36:54	34556/34556	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/startup_shap.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/startup_shap.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:00	58525/58525	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/digital_img.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/digital_img.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:03	18529/18529	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/tab_shape_bg.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/tab_shape_bg.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:09	29065/29065	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home9/shape_two.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home9/shape_two.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:09	2045/2045	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home9/icon_shape_two.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home9/icon_shape_two.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:17	209597/209597	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:36%20GMT	http://droitthemes.com/html/saasland/img/home7/banner.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home7/banner.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:22	75119/75119	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/new_shape.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/new_shape.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:23	2365/2365	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:36%20GMT	http://droitthemes.com/html/saasland/img/home4/action_shap.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home4/action_shap.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:27	57124/57124	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:50%20GMT	http://droitthemes.com/html/saasland/img/saas/map.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/saas/map.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:30	40328/40328	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/price_bg.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/price_bg.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:30	17745/17745	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/feedback_shap.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/feedback_shap.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:31	4806/4806	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home9/triangle_top.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home9/triangle_top.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:32	4739/4739	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home9/triangle_bottom.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home9/triangle_bottom.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:40	45112/45112	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/testimonial_bg_two.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/testimonial_bg_two.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:40	49874/49874	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/testimonial_bg.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/testimonial_bg.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:42	12268/12268	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/leaf.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/leaf.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:43	4800/4800	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:52%20GMT	http://droitthemes.com/html/saasland/img/seo/shap.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/seo/shap.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:52	54731/54731	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:52%20GMT	http://droitthemes.com/html/saasland/img/seo/cloud_bg.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/seo/cloud_bg.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:57	26606/26606	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:32%20GMT	http://droitthemes.com/html/saasland/img/error_bg.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/error_bg.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:37:59	122139/122139	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/video_bg.jpg	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/video_bg.jpg	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:02	30211/30211	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:46%20GMT	http://droitthemes.com/html/saasland/img/new/case/parallax.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/case/parallax.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:09	55333/55333	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Apr%202020%2023:45:46%20GMT	http://droitthemes.com/html/saasland/img/new/home-split/mobile_bg.jpg	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/home-split/mobile_bg.jpg	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:14	29188/29188	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:42%20GMT	http://droitthemes.com/html/saasland/img/hosting/map.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/hosting/map.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:26	71726/71726	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:42%20GMT	http://droitthemes.com/html/saasland/img/hosting/region_map.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/hosting/region_map.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:30	13136/13136	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:32%20GMT	http://droitthemes.com/html/saasland/img/erp-home/background.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/erp-home/background.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:31	8943/8943	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:34%20GMT	http://droitthemes.com/html/saasland/img/erp-home/shape.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/erp-home/shape.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:32	221/221	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:50%20GMT	http://droitthemes.com/html/saasland/img/pos/shape_bg.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/pos/shape_bg.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:35	16750/16750	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:40%20GMT	http://droitthemes.com/html/saasland/img/home-software/down_bg.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-software/down_bg.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:36	1572/1572	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:40%20GMT	http://droitthemes.com/html/saasland/img/home-event/price_shap.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-event/price_shap.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:37	3645/3645	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:40%20GMT	http://droitthemes.com/html/saasland/img/home-event/dot.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-event/dot.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:39	675674/675674	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/solution_02.jpg	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/solution_02.jpg	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:52	72836/72836	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/get_started_bg.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/get_started_bg.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:55	783665/783665	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Apr%202020%2023:45:44%20GMT	http://droitthemes.com/html/saasland/img/new/solution_01.jpg	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/new/solution_01.jpg	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:57	6424/6424	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home9/footer.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home9/footer.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:38:58	1816/1816	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home9/flag.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home9/flag.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:39:07	51490/51490	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:52%20GMT	http://droitthemes.com/html/saasland/img/seo/footer_bg.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/seo/footer_bg.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:39:09	5543/5543	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:52%20GMT	http://droitthemes.com/html/saasland/img/seo/car.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/seo/car.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:39:11	4421/4421	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:52%20GMT	http://droitthemes.com/html/saasland/img/seo/bike.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/seo/bike.png	(from http://droitthemes.com/html/saasland/css/style.css)
16:39:11	11557/11557	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Apr%202020%2023:46:38%20GMT	http://droitthemes.com/html/saasland/vendors/simple-line-icon/simple-line-icons.css	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/vendors/simple-line-icon/simple-line-icons.css	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:13	6477/6477	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Apr%202020%2023:45:32%20GMT	http://droitthemes.com/html/saasland/img/cart1.jpg	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/cart1.jpg	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:14	6580/6580	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Apr%202020%2023:45:32%20GMT	http://droitthemes.com/html/saasland/img/cart2.jpg	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/cart2.jpg	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:16	5516/5516	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/cloud.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/cloud.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:19	14768/14768	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/left_leaf.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/left_leaf.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:20	6762/6762	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/right_leaf.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/right_leaf.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:21	922/922	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/live_chat.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/live_chat.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:22	294811/294811	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Apr%202020%2023:45:42%20GMT	http://droitthemes.com/html/saasland/img/home-tracking/cta_pattern_bg.jpg	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-tracking/cta_pattern_bg.jpg	(from http://droitthemes.com/html/saasland/css/style.css)
16:39:23	7405/7405	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/panguin_img_one.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/panguin_img_one.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:23	7246/7246	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/panguin_img_two.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/panguin_img_two.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:24	5395/5395	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/panguin_img_three.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/panguin_img_three.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:24	1028/1028	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/pluse.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/pluse.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:28	17681/17681	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/chat.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/chat.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:28	1623/1623	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/triangle.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/triangle.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:30	7594/7594	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/mobile.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/mobile.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:31	2193/2193	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/box.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/box.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:33	7875/7875	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/book.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/book.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:33	60821/60821	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/Messages.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/Messages.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:42	52852/52852	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/chat_02.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/chat_02.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:49	98725/98725	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/dot.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/dot.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:50	48207/48207	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/chat_01.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/chat_01.png	(from http://droitthemes.com/html/saasland/home-chat.html)
16:39:50	3210/3210	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2023:45:38%20GMT	http://droitthemes.com/html/saasland/img/home-chat/chat_icon.png	C:/Users/Lenovo/Desktop/template_sassland/saasland/droitthemes.com/html/saasland/img/home-chat/chat_icon.png	(from http://droitthemes.com/html/saasland/home-chat.html)
